policy_id;policy_state;policy_deductible;policy_annual_premium;insured_age;insured_sex;insured_education_level;insured_occupation;insured_hobbies;incident_date;incident_type;collision_type;incident_severity;authorities_contacted;incident_state;incident_city;incident_hour_of_the_day;number_of_vehicles_involved;bodily_injuries;witnesses;police_report_available;claim_amount;total_claim_amount;suspicion_score;motif_suspicion
POL100013;FL;300;1288.93;59;FEMALE;College;Clerk;movies;12/08/2024;Single Vehicle Collision;Unknown;Major Damage;Ambulance;OH;Blairview;23;4;1;5;Yes;21442.46;24667.55;88.0;Montant de reclamation tres eleve (>= P90) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Nombre de vehicules impliques eleve | Horaire atypique
POL100021;PA;400;1106.37;25;OTHER;Masters;Manager;reading;16/11/2024;Multi-vehicle Collision;Side;Minor Damage;Police;NC;Richardberg;11;4;1;5;No;22634.14;22161.42;88.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve
POL100188;GA;400;876.38;30;MALE;College;Lawyer;paintball;06/11/2024;Multi-vehicle Collision;Unknown;Total Loss;Police;NY;Donnamouth;11;4;2;4;No;20644.92;21579.52;88.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve
POL100292;NY;600;608.59;75;OTHER;Masters;Manager;yachting;02/08/2024;Single Vehicle Collision;Unknown;Total Loss;inconnu;OH;Heatherfort;4;4;0;5;Yes;23981.89;22231.04;88.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare | Horaire atypique
POL100493;MI;500;1208.41;59;FEMALE;Masters;Manager;paintball;04/05/2025;Vehicle Theft;Rear;Major Damage;Fire;OH;Spencerbury;0;4;4;3;No;15270.26;20165.47;88.0;Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL100539;NY;300;922.4;33;FEMALE;Masters;Engineer;hiking;11/06/2025;Single Vehicle Collision;Front;Major Damage;Fire;PA;Kristopherstad;18;3;2;2;No;21320.0;21572.69;88.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve
POL100650;NC;500;1053.65;46;OTHER;Masters;Engineer;reading;04/03/2024;Vehicle Theft;Front;Total Loss;inconnu;TX;Suttonfort;3;3;2;5;No;17549.74;16642.63;88.0;Montant de reclamation eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL100811;NC;1000;1200.44;60;MALE;PhD;Teacher;paintball;22/01/2025;Single Vehicle Collision;Rear;Total Loss;inconnu;TX;Catherineborough;2;4;2;1;Yes;26652.87;22502.46;88.0;Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Nombre de vehicules impliques eleve | Horaire atypique
POL100925;MI;600;1231.6;49;MALE;PhD;Clerk;reading;24/08/2024;Vehicle Theft;Front;Minor Damage;Fire;FL;Torrestown;5;4;3;0;Yes;18082.0;18108.94;88.0;Montant de reclamation eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL100951;IL;400;959.75;44;OTHER;High School;Clerk;hiking;01/09/2024;Multi-vehicle Collision;Side;Major Damage;Fire;TX;West Vanessa;5;3;1;5;Yes;20474.68;24928.22;88.0;Montant de reclamation tres eleve (>= P90) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Nombre de vehicules impliques eleve | Horaire atypique
POL101077;GA;300;663.12;47;OTHER;Masters;Teacher;camping;12/05/2024;Vehicle Theft;Rear;Total Loss;inconnu;OH;South Cherylmouth;2;4;4;2;No;14432.91;22104.81;88.0;Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL101209;MI;300;1074.03;39;MALE;College;Technician;hiking;06/09/2025;Single Vehicle Collision;Side;Major Damage;inconnu;PA;North James;5;4;1;3;Yes;26816.11;23529.44;88.0;Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Nombre de vehicules impliques eleve | Horaire atypique
POL101211;CA;600;1035.21;35;MALE;Masters;Lawyer;yachting;06/06/2024;Vehicle Theft;Front;Major Damage;Police;NC;Port Mariaville;19;3;1;2;Yes;18799.16;24625.93;88.0;Montant de reclamation eleve (>= P75) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve
POL101240;NY;500;848.02;44;FEMALE;College;Teacher;camping;30/01/2024;Parked Car;Unknown;Major Damage;Ambulance;OH;Payneborough;15;3;1;0;No;18305.07;23299.43;88.0;Montant de reclamation eleve (>= P75) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve | Voiture garee avec trop de vehicules impliques
POL101375;TX;200;1350.23;40;MALE;High School;Manager;chess;19/11/2023;Vehicle Theft;Rear;Major Damage;Police;CA;Mariabury;6;3;1;4;Yes;18281.62;23834.74;88.0;Montant de reclamation eleve (>= P75) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve
POL101386;IL;300;1451.49;27;OTHER;High School;Teacher;yachting;28/10/2024;Multi-vehicle Collision;Front;Total Loss;Fire;OH;Port Jessicaside;18;4;2;5;No;20492.08;20688.05;88.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve
POL101388;NY;200;767.24;71;FEMALE;Masters;Clerk;chess;29/04/2024;Parked Car;Front;Total Loss;Fire;OH;North Shannonshire;5;4;1;1;Yes;23061.29;21447.77;88.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Nombre de vehicules impliques eleve | Horaire atypique | Voiture garee avec trop de vehicules impliques
POL101627;NY;400;769.52;55;OTHER;High School;Clerk;movies;09/10/2025;Single Vehicle Collision;Side;Major Damage;Ambulance;NY;South Kristinamouth;13;3;3;5;No;21499.84;21754.84;88.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve
POL101782;MI;600;831.43;53;FEMALE;High School;Engineer;movies;21/12/2024;Vehicle Theft;Side;Minor Damage;Ambulance;TX;Stanleyfurt;14;3;3;2;Yes;25345.02;22180.65;88.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve
POL101825;GA;1000;673.8;63;MALE;Masters;Lawyer;hiking;26/08/2025;Multi-vehicle Collision;Unknown;Major Damage;Ambulance;CA;West Matthew;12;3;1;3;No;21186.26;20801.58;88.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve
POL102021;NC;700;763.82;21;MALE;Masters;Teacher;camping;16/03/2024;Vehicle Theft;Rear;Total Loss;inconnu;NY;North Matthewburgh;9;4;4;1;Yes;18205.07;24939.49;88.0;Montant de reclamation eleve (>= P75) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve
POL102105;MI;200;1336.42;40;MALE;College;Manager;paintball;21/04/2024;Multi-vehicle Collision;Front;Major Damage;Ambulance;FL;Cynthiachester;22;4;4;4;No;22934.02;22237.47;88.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve
POL102153;TX;800;1188.3;48;OTHER;PhD;Teacher;yachting;24/05/2024;Parked Car;Unknown;Total Loss;inconnu;TX;North Melissatown;4;3;0;2;Yes;22459.84;22224.31;88.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare | Horaire atypique | Voiture garee avec trop de vehicules impliques
POL102603;NY;700;856.42;27;FEMALE;High School;Teacher;chess;29/08/2025;Vehicle Theft;Side;Major Damage;inconnu;NY;South Susanport;3;3;1;0;Yes;11253.04;18855.93;88.0;Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL102758;GA;600;703.67;51;OTHER;College;Sales;yachting;02/01/2024;Single Vehicle Collision;Rear;Minor Damage;Fire;NC;Port Stephanieberg;12;3;4;5;No;21081.51;19406.48;88.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve
POL103117;NY;300;1440.41;20;OTHER;High School;Doctor;hiking;14/08/2024;Vehicle Theft;Rear;Major Damage;inconnu;OH;North Victoriaport;13;4;0;5;Yes;18202.62;23576.33;88.0;Montant de reclamation eleve (>= P75) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare
POL103193;TX;600;1275.23;66;FEMALE;Masters;Teacher;paintball;26/02/2024;Vehicle Theft;Side;Major Damage;Ambulance;GA;Port Joseph;11;4;4;4;Yes;22435.88;23735.87;88.0;Montant de reclamation tres eleve (>= P90) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve
POL103302;MI;700;820.14;38;FEMALE;College;Engineer;paintball;20/07/2024;Parked Car;Rear;Major Damage;inconnu;TX;Saramouth;3;4;4;5;No;16124.73;24133.2;88.0;Montant de reclamation eleve (>= P75) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Nombre de vehicules impliques eleve | Horaire atypique | Voiture garee avec trop de vehicules impliques
POL103320;IL;500;816.96;54;FEMALE;PhD;Lawyer;paintball;01/10/2024;Vehicle Theft;Front;Total Loss;inconnu;MI;Campbellfurt;0;4;3;1;No;16478.17;15676.9;88.0;Montant de reclamation eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL103372;FL;800;1069.92;54;FEMALE;PhD;Doctor;paintball;27/09/2024;Vehicle Theft;Unknown;Major Damage;inconnu;GA;New James;11;4;3;3;No;22919.4;22149.54;88.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve
POL103374;PA;400;750.32;56;MALE;High School;Clerk;movies;04/04/2025;Vehicle Theft;Side;Total Loss;Ambulance;NC;Emilyville;0;4;1;4;Yes;20179.16;18809.06;88.0;Montant de reclamation eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL103440;NY;300;672.5;20;OTHER;High School;Lawyer;camping;15/10/2025;Vehicle Theft;Side;Major Damage;inconnu;PA;Sarahtown;1;3;0;4;Yes;12166.74;17396.98;88.0;Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare | Horaire atypique
POL103456;GA;700;1336.92;21;FEMALE;PhD;Doctor;camping;29/09/2024;Single Vehicle Collision;Rear;Major Damage;Fire;FL;Sullivanton;1;3;1;4;Yes;21472.67;24366.55;88.0;Montant de reclamation tres eleve (>= P90) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Nombre de vehicules impliques eleve | Horaire atypique
POL103515;FL;600;1375.99;25;MALE;High School;Technician;chess;03/10/2024;Parked Car;Unknown;Total Loss;Police;OH;Port Darius;0;3;0;0;No;14623.95;14919.19;88.0;Reclamation tres elevee vs prime (ratio >= 8) | Perte totale sans temoin | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare | Horaire atypique | Voiture garee avec trop de vehicules impliques
POL103676;NY;600;800.32;55;FEMALE;Masters;Sales;reading;04/07/2025;Vehicle Theft;Rear;Major Damage;Ambulance;CA;Kaufmanfort;0;4;2;1;No;15619.61;17291.84;88.0;Montant de reclamation eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL103771;NY;600;951.48;56;FEMALE;Masters;Technician;paintball;26/12/2024;Multi-vehicle Collision;Front;Total Loss;Fire;TX;New Michaelhaven;16;4;1;4;No;21631.27;20409.33;88.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve
POL103806;MI;1000;1120.72;44;OTHER;Masters;Manager;movies;28/12/2023;Parked Car;Front;Total Loss;Fire;NC;Bradystad;5;4;4;5;Yes;24775.97;22216.42;88.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Nombre de vehicules impliques eleve | Horaire atypique | Voiture garee avec trop de vehicules impliques
POL103979;IL;600;824.77;68;MALE;High School;Teacher;camping;22/06/2025;Vehicle Theft;Side;Major Damage;Ambulance;GA;East Benjaminside;22;4;3;1;Yes;17015.23;24033.56;88.0;Montant de reclamation eleve (>= P75) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve
POL103999;OH;300;1286.28;26;FEMALE;High School;Technician;hiking;09/01/2024;Vehicle Theft;Side;Total Loss;Ambulance;NY;New Collinfurt;9;3;1;1;Yes;23289.04;19742.52;88.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve
POL104021;GA;1000;1347.54;54;FEMALE;PhD;Lawyer;chess;02/04/2024;Single Vehicle Collision;Rear;Total Loss;Fire;OH;Port Todd;1;3;3;5;Yes;20436.83;23781.98;88.0;Montant de reclamation tres eleve (>= P90) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Nombre de vehicules impliques eleve | Horaire atypique
POL104080;CA;400;1011.95;68;MALE;Masters;Manager;hiking;06/06/2024;Vehicle Theft;Front;Major Damage;Fire;MI;Thomasberg;22;3;0;1;Yes;22298.21;21013.35;88.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare
POL104196;MI;300;1128.86;20;FEMALE;PhD;Technician;paintball;04/07/2024;Parked Car;Unknown;Total Loss;Ambulance;GA;South James;2;3;4;3;Yes;22945.96;22837.41;88.0;Montant de reclamation tres eleve (>= P90) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Nombre de vehicules impliques eleve | Horaire atypique | Voiture garee avec trop de vehicules impliques
POL104215;PA;500;929.25;50;FEMALE;PhD;Technician;yachting;16/06/2025;Vehicle Theft;Side;Minor Damage;Fire;PA;Port Jesse;2;4;2;1;No;15073.72;19263.31;88.0;Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL104376;PA;200;1177.99;61;OTHER;PhD;Technician;chess;29/02/2024;Vehicle Theft;Rear;Major Damage;Police;IL;Donnachester;20;3;4;2;No;19582.17;23784.15;88.0;Montant de reclamation eleve (>= P75) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve
POL104456;NC;500;868.73;65;OTHER;Masters;Engineer;reading;09/10/2025;Single Vehicle Collision;Front;Major Damage;Police;TX;Leeport;0;3;0;2;Yes;26175.02;21890.1;88.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare | Horaire atypique
POL104457;NC;400;1451.43;63;FEMALE;PhD;Doctor;hiking;04/01/2025;Parked Car;Unknown;Major Damage;inconnu;OH;South Jasmin;2;4;0;5;No;17883.49;23500.5;88.0;Montant de reclamation eleve (>= P75) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare | Horaire atypique | Voiture garee avec trop de vehicules impliques
POL104567;PA;500;1123.85;46;FEMALE;Masters;Technician;camping;09/03/2024;Single Vehicle Collision;Unknown;Major Damage;Fire;PA;Rhondamouth;19;4;1;3;No;20564.68;19894.48;88.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve
POL104603;PA;600;972.92;52;FEMALE;Masters;Manager;chess;09/06/2025;Multi-vehicle Collision;Rear;Total Loss;inconnu;NC;Wilsonstad;18;4;2;2;No;22762.94;21182.34;88.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve
POL104712;OH;200;959.65;39;OTHER;High School;Doctor;reading;29/05/2024;Vehicle Theft;Front;Minor Damage;Police;NC;Port Christophermouth;6;4;4;5;Yes;24642.74;21038.61;88.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve
POL104776;OH;600;725.05;62;OTHER;PhD;Technician;chess;12/08/2024;Multi-vehicle Collision;Front;Major Damage;Ambulance;TX;Chavezport;9;4;4;5;No;22239.39;19306.56;88.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve
POL104945;IL;800;1218.76;37;FEMALE;College;Manager;chess;09/03/2024;Single Vehicle Collision;Unknown;Major Damage;Ambulance;IL;South Susan;16;3;2;1;No;20523.33;21920.51;88.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve
POL104976;TX;600;1037.35;62;MALE;College;Teacher;hiking;30/04/2024;Single Vehicle Collision;Unknown;Total Loss;Ambulance;NC;South Donna;23;4;1;1;Yes;22001.47;24218.62;88.0;Montant de reclamation tres eleve (>= P90) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Nombre de vehicules impliques eleve | Horaire atypique
POL105000;PA;700;672.75;35;MALE;College;Clerk;camping;09/07/2025;Single Vehicle Collision;Rear;Major Damage;Ambulance;FL;New Rosehaven;20;4;2;1;No;22041.98;19830.65;88.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve
POL105487;TX;800;1243.0;66;FEMALE;Masters;Engineer;movies;22/01/2025;Single Vehicle Collision;Unknown;Minor Damage;inconnu;MI;Ortizmouth;7;4;0;2;No;21651.46;20164.55;88.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve
POL105489;NC;400;1094.92;41;MALE;Masters;Technician;chess;01/02/2024;Parked Car;Side;Minor Damage;Ambulance;GA;East Williamton;0;3;2;4;Yes;25204.18;21855.22;88.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Nombre de vehicules impliques eleve | Horaire atypique | Voiture garee avec trop de vehicules impliques
POL105517;PA;300;1222.85;71;FEMALE;Masters;Lawyer;reading;18/08/2024;Multi-vehicle Collision;Rear;Major Damage;inconnu;PA;Lake Jillianport;18;4;0;1;No;20359.9;17832.78;88.0;Montant de reclamation tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare
POL105539;OH;400;1211.53;34;MALE;PhD;Sales;hiking;19/03/2025;Parked Car;Front;Major Damage;Fire;TX;Port Kelly;23;3;0;3;Yes;21483.24;19945.74;88.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare | Horaire atypique | Voiture garee avec trop de vehicules impliques
POL105550;TX;1000;1063.04;62;FEMALE;College;Lawyer;reading;03/06/2024;Vehicle Theft;Rear;Minor Damage;Ambulance;FL;North Veronicahaven;18;3;4;1;Yes;23185.71;20656.05;88.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve
POL105601;NC;700;829.42;53;FEMALE;College;Manager;movies;14/03/2025;Vehicle Theft;Side;Major Damage;Ambulance;IL;East Anthonyburgh;1;4;4;4;No;17570.9;16361.0;88.0;Montant de reclamation eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL105613;IL;200;664.84;27;OTHER;High School;Clerk;reading;26/12/2023;Vehicle Theft;Unknown;Minor Damage;Ambulance;FL;Thomashaven;14;3;1;1;No;21386.2;19276.33;88.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve
POL105924;TX;700;675.56;39;FEMALE;PhD;Sales;reading;10/12/2023;Vehicle Theft;Side;Minor Damage;Police;MI;Lake Dominique;2;3;1;3;Yes;14167.09;19181.54;88.0;Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL106279;MI;700;1026.96;20;OTHER;PhD;Technician;chess;25/12/2023;Multi-vehicle Collision;Side;Total Loss;inconnu;IL;East Markmouth;10;4;1;1;No;20634.17;18945.98;88.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve
POL106459;TX;400;608.55;64;OTHER;College;Lawyer;yachting;07/12/2024;Multi-vehicle Collision;Side;Total Loss;inconnu;OH;Mendozaport;1;3;2;2;Yes;26544.34;23128.67;88.0;Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Nombre de vehicules impliques eleve | Horaire atypique
POL106613;TX;800;1164.2;20;FEMALE;PhD;Sales;camping;17/08/2024;Parked Car;Front;Minor Damage;Fire;NC;West Steven;4;4;4;5;Yes;20703.92;22569.68;88.0;Montant de reclamation tres eleve (>= P90) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Nombre de vehicules impliques eleve | Horaire atypique | Voiture garee avec trop de vehicules impliques
POL106760;TX;700;856.23;43;OTHER;Masters;Manager;hiking;11/12/2023;Single Vehicle Collision;Unknown;Minor Damage;Police;NC;Patriciastad;14;4;3;5;No;21223.88;22445.81;88.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve
POL106827;OH;700;1178.33;29;OTHER;Masters;Lawyer;yachting;13/02/2024;Vehicle Theft;Side;Total Loss;Fire;CA;New Kaylamouth;21;3;2;2;Yes;17990.99;24425.76;88.0;Montant de reclamation eleve (>= P75) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve
POL106914;TX;200;721.3;70;OTHER;High School;Sales;paintball;21/08/2025;Parked Car;Rear;Minor Damage;Ambulance;NY;Chandlerland;10;3;2;3;No;20940.85;18328.85;88.0;Montant de reclamation tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve | Voiture garee avec trop de vehicules impliques
POL106935;NY;300;618.42;25;MALE;Masters;Engineer;camping;25/11/2024;Vehicle Theft;Side;Major Damage;Fire;CA;South Eduardo;9;3;0;3;No;12853.01;24462.27;88.0;Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare
POL107058;NY;800;898.85;24;FEMALE;College;Doctor;movies;02/12/2024;Single Vehicle Collision;Rear;Total Loss;Fire;CA;Port Jacquelineborough;14;4;2;2;No;22367.54;20711.04;88.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve
POL107314;PA;400;642.57;74;OTHER;PhD;Teacher;reading;11/02/2025;Multi-vehicle Collision;Rear;Total Loss;Police;FL;South Ginamouth;13;4;2;1;No;22133.99;19802.56;88.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Nombre de vehicules impliques eleve
POL107428;MI;1000;737.35;58;OTHER;Masters;Sales;paintball;15/11/2024;Parked Car;Unknown;Total Loss;Fire;OH;East Alicia;23;4;0;0;No;6178.64;10037.89;88.0;Reclamation tres elevee vs prime (ratio >= 8) | Perte totale sans temoin | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare | Horaire atypique | Voiture garee avec trop de vehicules impliques
POL107830;MI;700;608.76;64;MALE;High School;Engineer;camping;26/12/2024;Parked Car;Side;Major Damage;Police;NY;Lake Alison;2;3;2;1;Yes;21010.95;23381.3;88.0;Montant de reclamation tres eleve (>= P90) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Nombre de vehicules impliques eleve | Horaire atypique | Voiture garee avec trop de vehicules impliques
