policy_id;policy_state;policy_deductible;policy_annual_premium;insured_age;insured_sex;insured_education_level;insured_occupation;insured_hobbies;incident_date;incident_type;collision_type;incident_severity;authorities_contacted;incident_state;incident_city;incident_hour_of_the_day;number_of_vehicles_involved;bodily_injuries;witnesses;police_report_available;claim_amount;total_claim_amount;fraud_reported;suspicion_score;motif_suspicion
POL105811;NY;800;763.59;18;OTHER;College;Manager;paintball;11/05/2024;Parked Car;Unknown;Total Loss;Police;NC;Jaredhaven;11;4;0;2;Yes;26810.32;23841.53;N;43.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL108289;CA;600;816.63;22;OTHER;PhD;Manager;paintball;04/09/2024;Vehicle Theft;Unknown;Major Damage;Inconnu;CA;Christensenchester;2;3;4;0;No;4654.19;6667.53;N;43.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Vol de vehicule de nuit | Conducteur jeune (16-25 ans)
POL108350;OH;400;1064.98;21;FEMALE;Masters;Manager;movies;23/09/2025;Parked Car;Side;Total Loss;Fire;MI;South Ashley;20;3;0;4;No;21374.92;19185.53;N;43.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL109953;NC;400;854.65;69;OTHER;Masters;Teacher;yachting;05/03/2024;Parked Car;Unknown;Total Loss;Fire;NC;Lake Jamesborough;10;4;2;1;No;22252.57;21805.05;N;43.0;Autorite contactee (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police | Voiture garee avec trop de vehicules impliques
POL111767;GA;400;812.28;57;OTHER;High School;Lawyer;reading;06/04/2025;Multi-vehicle Collision;Rear;Total Loss;Ambulance;TX;West Howard;0;1;4;1;No;20735.34;24518.78;N;43.0;Autorite contactee (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant total extreme (>= P95) | Montant eleve sans rapport de police
POL111826;GA;1000;887.15;23;OTHER;Masters;Manager;reading;13/03/2025;Vehicle Theft;Front;Total Loss;Police;IL;New Alexandria;19;3;0;1;Yes;13234.66;23822.98;N;43.0;Autorite contactee (signal negatif) | Perte totale declaree | Vol declare avec collision renseignee (incoherent) | Montant total extreme (>= P95) | Conducteur jeune (16-25 ans)
POL113439;NC;700;1133.46;22;MALE;High School;Clerk;movies;25/06/2025;Parked Car;Unknown;Minor Damage;Fire;PA;Sanfordton;16;1;0;0;No;22409.48;23459.54;N;43.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant total tres eleve (>= P90) | Montant eleve sans rapport de police | Conducteur jeune (16-25 ans)
POL115593;TX;700;617.2;23;MALE;College;Doctor;camping;22/04/2025;Parked Car;Side;Total Loss;Ambulance;OH;Jonathanbury;16;3;1;5;No;21558.65;19938.24;N;43.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL115848;MI;1000;915.35;24;MALE;College;Manager;paintball;24/02/2025;Vehicle Theft;Unknown;Minor Damage;Ambulance;FL;Bradleyfort;0;1;2;0;No;7414.92;6364.2;N;43.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Vol de vehicule de nuit | Conducteur jeune (16-25 ans)
POL116671;PA;300;761.36;25;MALE;Masters;Lawyer;chess;12/06/2024;Single Vehicle Collision;Unknown;Total Loss;Ambulance;PA;East Melissatown;2;2;1;5;No;23966.23;22795.78;N;43.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Montant eleve sans rapport de police | Conducteur jeune (16-25 ans)
POL117431;TX;500;642.44;25;OTHER;PhD;Technician;yachting;26/04/2025;Single Vehicle Collision;Rear;Total Loss;Fire;MI;Kerrshire;7;4;3;3;No;24627.18;23429.9;N;43.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Montant eleve sans rapport de police | Conducteur jeune (16-25 ans)
POL118772;IL;200;1073.81;66;MALE;Masters;Lawyer;chess;05/02/2025;Multi-vehicle Collision;Side;Total Loss;Fire;FL;Youngstad;5;1;0;1;No;20894.15;24538.88;N;43.0;Autorite contactee (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant total extreme (>= P95) | Montant eleve sans rapport de police
POL119917;MI;500;709.36;21;FEMALE;College;Doctor;chess;15/03/2025;Parked Car;Unknown;Minor Damage;Fire;NY;Christianfurt;15;4;4;0;No;14803.2;24544.46;N;43.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Montant total extreme (>= P95) | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL120218;IL;700;870.44;21;OTHER;Masters;Lawyer;paintball;12/04/2025;Parked Car;Side;Minor Damage;Inconnu;TX;Debrastad;6;1;2;0;No;23351.69;22305.03;N;43.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Montant de reclamation extreme (>= P95) | Montant eleve sans rapport de police | Conducteur jeune (16-25 ans)
POL120275;FL;400;1282.26;23;MALE;Masters;Teacher;paintball;02/10/2025;Vehicle Theft;Unknown;Minor Damage;Inconnu;NY;New Corey;4;4;1;0;Yes;20955.06;19534.57;N;43.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Montant de reclamation tres eleve (>= P90) | Conducteur jeune (16-25 ans)
POL120599;PA;600;1068.27;39;OTHER;High School;Teacher;movies;10/12/2024;Multi-vehicle Collision;Front;Total Loss;Fire;GA;Mariaview;18;1;4;1;No;26461.14;23219.28;N;43.0;Autorite contactee (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Montant eleve sans rapport de police
POL123781;IL;600;1277.1;20;FEMALE;Masters;Manager;hiking;09/09/2024;Single Vehicle Collision;Unknown;Total Loss;Fire;NC;Boydberg;9;3;4;4;No;26540.39;23297.35;N;43.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Montant eleve sans rapport de police | Conducteur jeune (16-25 ans)
POL124387;IL;500;1396.31;25;OTHER;PhD;Sales;reading;11/04/2025;Single Vehicle Collision;Rear;Total Loss;Police;MI;South Holly;20;3;2;3;No;21968.62;24177.08;N;43.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant total extreme (>= P95) | Montant eleve sans rapport de police | Conducteur jeune (16-25 ans)
POL125210;FL;500;1177.41;20;MALE;Masters;Lawyer;chess;09/08/2025;Multi-vehicle Collision;Side;Major Damage;Fire;FL;Lake Raymond;20;2;4;0;No;22612.11;23317.56;N;43.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant total tres eleve (>= P90) | Montant eleve sans rapport de police | Conducteur jeune (16-25 ans)
POL127357;OH;300;1314.41;68;MALE;Masters;Sales;camping;21/02/2024;Single Vehicle Collision;Unknown;Total Loss;Police;NY;West Deborahstad;20;1;0;1;No;24284.16;23511.38;N;43.0;Autorite contactee (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Montant eleve sans rapport de police
POL129681;MI;500;1436.38;55;FEMALE;High School;Technician;reading;30/06/2025;Multi-vehicle Collision;Side;Total Loss;Inconnu;GA;Linborough;17;2;0;1;No;24988.27;23439.81;N;43.0;Autorite contactee (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Montant eleve sans rapport de police
POL129928;GA;200;1048.76;19;FEMALE;Masters;Teacher;chess;07/12/2023;Parked Car;Unknown;Total Loss;Ambulance;PA;East Krystalville;23;3;4;3;Yes;27131.83;24045.25;N;43.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL100001;PA;300;854.49;74;MALE;College;Lawyer;chess;23/03/2025;Vehicle Theft;Rear;Total Loss;Inconnu;OH;Joshuaberg;0;3;4;5;No;18561.79;18027.81;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL100446;NY;600;1214.82;58;MALE;College;Doctor;yachting;02/10/2025;Vehicle Theft;Rear;Total Loss;Inconnu;GA;Lake Eddiefurt;2;2;1;4;No;4519.65;4529.52;Y;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL100650;NC;500;1053.65;46;OTHER;Masters;Engineer;reading;04/03/2024;Vehicle Theft;Front;Total Loss;Inconnu;TX;Suttonfort;3;3;2;5;No;17549.74;16642.63;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL100700;NY;300;1234.55;60;MALE;High School;Lawyer;paintball;28/01/2025;Vehicle Theft;Side;Total Loss;Fire;PA;Mcdonaldton;3;2;0;3;No;10168.45;9973.67;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL100753;NY;200;720.02;38;FEMALE;PhD;Lawyer;paintball;14/01/2024;Vehicle Theft;Front;Total Loss;Police;CA;South Shannon;1;1;3;5;No;7156.66;13329.44;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL100763;IL;400;1277.74;59;FEMALE;PhD;Technician;paintball;18/09/2024;Vehicle Theft;Front;Minor Damage;Fire;NY;Meghanmouth;10;2;4;0;Yes;24549.16;24931.11;N;42.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol declare avec collision renseignee (incoherent) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95)
POL100925;MI;600;1231.6;49;MALE;PhD;Clerk;reading;24/08/2024;Vehicle Theft;Front;Minor Damage;Fire;FL;Torrestown;5;4;3;0;Yes;18082.0;18108.94;N;42.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL101077;GA;300;663.12;47;OTHER;Masters;Teacher;camping;12/05/2024;Vehicle Theft;Rear;Total Loss;Inconnu;OH;South Cherylmouth;2;4;4;2;No;14432.91;22104.81;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL101122;GA;200;611.85;31;OTHER;High School;Doctor;movies;22/05/2024;Vehicle Theft;Rear;Total Loss;Police;PA;Port Jessicaport;0;1;4;5;No;9283.16;16292.66;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL101352;PA;1000;1101.7;65;MALE;PhD;Teacher;camping;22/04/2024;Vehicle Theft;Side;Major Damage;Fire;IL;Chavezfort;3;1;2;0;Yes;12267.6;17640.91;N;42.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL101451;FL;800;1049.8;28;MALE;Masters;Clerk;hiking;06/10/2025;Vehicle Theft;Rear;Total Loss;Inconnu;OH;Curryshire;5;2;2;2;Yes;19716.86;22924.28;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant total tres eleve (>= P90)
POL101742;CA;700;1251.56;75;MALE;College;Technician;camping;03/02/2025;Vehicle Theft;Rear;Total Loss;Fire;GA;Leahborough;4;1;2;3;No;7097.06;10348.05;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL101763;CA;600;1150.52;44;OTHER;High School;Lawyer;camping;12/03/2025;Vehicle Theft;Front;Total Loss;Fire;NC;North Ethan;16;1;4;5;No;23250.35;21266.86;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol declare avec collision renseignee (incoherent) | Montant de reclamation extreme (>= P95) | Montant eleve sans rapport de police
POL101942;NC;500;1118.58;50;MALE;PhD;Engineer;movies;26/05/2024;Vehicle Theft;Side;Total Loss;Police;NC;Taylorchester;2;1;4;5;No;14843.03;17048.07;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL102043;NY;200;1003.05;51;FEMALE;College;Doctor;paintball;19/05/2024;Vehicle Theft;Front;Total Loss;Fire;MI;New Laura;1;4;0;2;No;2939.33;5535.97;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL102145;FL;700;1415.8;57;MALE;Masters;Clerk;hiking;24/07/2024;Vehicle Theft;Front;Total Loss;Fire;FL;Alexanderland;17;4;4;3;No;23343.04;20692.77;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol declare avec collision renseignee (incoherent) | Montant de reclamation extreme (>= P95) | Montant eleve sans rapport de police
POL102464;OH;700;644.18;54;FEMALE;PhD;Manager;movies;25/04/2025;Vehicle Theft;Rear;Total Loss;Fire;GA;Gutierrezhaven;3;1;1;5;No;3871.21;5535.31;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL102603;NY;700;856.42;27;FEMALE;High School;Teacher;chess;29/08/2025;Vehicle Theft;Side;Major Damage;Inconnu;NY;South Susanport;3;3;1;0;Yes;11253.04;18855.93;N;42.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL102937;NC;400;1131.94;60;FEMALE;High School;Manager;yachting;07/01/2024;Vehicle Theft;Rear;Total Loss;Fire;NY;Russellton;1;1;2;5;No;3148.37;2850.05;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL103031;OH;1000;1415.36;43;FEMALE;College;Technician;hiking;29/01/2024;Vehicle Theft;Rear;Total Loss;Police;TX;New Kelly;5;4;0;3;No;2623.36;2638.36;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL103099;MI;700;1123.45;46;MALE;College;Teacher;reading;04/04/2025;Vehicle Theft;Rear;Total Loss;Fire;MI;Henryview;3;2;0;5;No;17954.32;15746.96;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL103130;OH;800;1065.39;67;OTHER;College;Technician;camping;08/03/2025;Vehicle Theft;Side;Major Damage;Fire;CA;South Jeremy;3;3;2;0;Yes;6753.74;5925.44;N;42.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL103182;CA;400;1179.06;36;MALE;Masters;Technician;chess;05/03/2024;Vehicle Theft;Front;Total Loss;Police;IL;Stevenbury;3;1;3;5;No;17769.6;21085.52;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL103379;MI;600;838.37;75;OTHER;PhD;Manager;reading;14/05/2024;Vehicle Theft;Side;Major Damage;Inconnu;MI;Christyside;2;1;3;0;Yes;7848.61;8786.0;N;42.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL103396;TX;1000;756.71;74;FEMALE;College;Doctor;hiking;11/01/2024;Vehicle Theft;Side;Total Loss;Ambulance;FL;Proctorhaven;5;2;1;4;No;1136.1;1508.89;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL103753;OH;700;1245.65;53;FEMALE;High School;Engineer;camping;25/09/2024;Vehicle Theft;Side;Total Loss;Inconnu;OH;Deannabury;5;4;2;2;No;2779.48;5286.35;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL104124;GA;500;738.97;74;FEMALE;Masters;Clerk;hiking;02/12/2024;Vehicle Theft;Rear;Total Loss;Inconnu;GA;Feliciaside;0;2;2;4;No;6809.87;9164.82;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL104131;IL;700;713.75;47;OTHER;PhD;Teacher;chess;16/01/2025;Vehicle Theft;Rear;Minor Damage;Fire;OH;Villanuevaside;3;4;3;0;Yes;708.51;660.94;N;42.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL104586;MI;200;775.65;32;OTHER;Masters;Lawyer;chess;21/04/2024;Vehicle Theft;Rear;Major Damage;Ambulance;GA;Kennethfort;0;2;4;0;Yes;11965.93;16304.09;N;42.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL104611;IL;600;830.19;63;MALE;College;Teacher;paintball;01/04/2025;Vehicle Theft;Rear;Major Damage;Police;PA;East Larry;0;2;4;0;Yes;1527.16;2603.39;N;42.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL104656;CA;300;602.56;28;FEMALE;College;Engineer;chess;13/09/2024;Vehicle Theft;Front;Total Loss;Police;IL;Lake Stephen;0;4;4;2;No;5666.7;4956.55;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL105216;FL;300;694.59;70;MALE;Masters;Teacher;paintball;06/12/2024;Vehicle Theft;Rear;Major Damage;Fire;CA;Nicolasland;5;3;4;0;Yes;1287.27;1782.59;N;42.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL105345;IL;500;787.52;39;OTHER;High School;Doctor;paintball;19/05/2024;Vehicle Theft;Rear;Minor Damage;Ambulance;NY;West Angelatown;3;2;3;0;Yes;9974.77;11470.5;N;42.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL106307;GA;300;1259.76;48;FEMALE;High School;Technician;movies;11/09/2024;Vehicle Theft;Rear;Total Loss;Police;CA;Howelltown;0;1;0;5;No;3681.8;3587.96;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL106381;PA;1000;1056.31;47;OTHER;PhD;Technician;paintball;12/04/2024;Vehicle Theft;Front;Total Loss;Fire;OH;Hollyport;4;2;1;5;No;8981.85;14906.26;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL106483;MI;300;1145.48;40;OTHER;High School;Engineer;camping;19/11/2024;Vehicle Theft;Side;Total Loss;Inconnu;PA;Santiagobury;5;4;2;2;No;976.02;871.91;Y;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL106840;PA;500;1426.22;45;FEMALE;Masters;Manager;paintball;14/02/2025;Vehicle Theft;Front;Total Loss;Police;CA;Williamland;1;2;1;3;No;16971.63;19794.34;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL106843;PA;400;1124.11;58;OTHER;PhD;Lawyer;chess;08/08/2024;Vehicle Theft;Rear;Total Loss;Fire;MI;Lewishaven;1;3;1;5;No;11421.5;14625.39;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL106992;TX;1000;1048.43;26;FEMALE;PhD;Lawyer;chess;31/12/2024;Vehicle Theft;Rear;Total Loss;Ambulance;NY;Christinafort;4;4;1;2;No;4173.84;6356.73;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL107119;IL;400;1076.63;65;FEMALE;College;Technician;movies;30/12/2024;Vehicle Theft;Rear;Total Loss;Police;NY;Carlystad;2;3;3;2;No;13005.46;12823.99;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL107265;NC;700;1170.53;73;OTHER;PhD;Clerk;movies;01/10/2024;Vehicle Theft;Front;Total Loss;Inconnu;MI;Danielleview;2;3;0;2;No;8306.13;8957.37;Y;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL107455;PA;700;1331.74;57;MALE;Masters;Teacher;chess;05/06/2025;Vehicle Theft;Side;Total Loss;Fire;NY;North Cassidy;1;4;0;4;No;11360.88;20685.19;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL107457;OH;600;1012.23;73;MALE;College;Teacher;yachting;05/06/2025;Vehicle Theft;Side;Total Loss;Fire;NC;Mosleyview;1;3;3;5;No;16014.76;19275.33;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL107473;NC;1000;955.06;47;OTHER;High School;Sales;hiking;30/11/2023;Vehicle Theft;Rear;Total Loss;Inconnu;FL;Pearsonland;2;2;2;4;No;3015.62;3703.06;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL107543;FL;500;960.51;41;OTHER;PhD;Manager;hiking;20/08/2024;Vehicle Theft;Side;Total Loss;Inconnu;OH;North Amanda;1;4;4;5;Yes;22887.45;21846.95;Y;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation tres eleve (>= P90)
POL107597;GA;600;1031.98;61;OTHER;High School;Clerk;camping;12/08/2024;Vehicle Theft;Side;Total Loss;Ambulance;NC;Carrilloland;3;1;4;2;No;5280.17;5450.34;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL107892;TX;800;1494.9;42;FEMALE;College;Doctor;paintball;07/06/2024;Vehicle Theft;Side;Total Loss;Ambulance;OH;South Tamara;4;1;3;4;No;11040.37;19695.31;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL107902;PA;800;1165.95;53;FEMALE;College;Lawyer;hiking;22/09/2025;Vehicle Theft;Front;Total Loss;Police;NY;Samuelborough;2;3;4;4;Yes;17640.41;22644.12;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant total tres eleve (>= P90)
POL108015;CA;1000;675.13;51;OTHER;High School;Teacher;camping;09/08/2025;Vehicle Theft;Side;Total Loss;Fire;NY;Melissaville;1;3;3;3;No;3654.83;3613.71;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL108076;OH;600;1053.9;30;MALE;PhD;Doctor;yachting;21/12/2024;Vehicle Theft;Rear;Major Damage;Police;IL;Nelsonhaven;3;2;3;0;Yes;14046.27;12951.61;N;42.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
POL108194;FL;700;661.95;57;MALE;Masters;Sales;camping;08/07/2025;Vehicle Theft;Rear;Total Loss;Inconnu;NC;Aaronborough;3;3;3;4;No;1854.68;1986.91;N;42.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent)
